2024-04-14 18:23:59,730 INFO    Thread-11 (_run_job):97491 [wandb_setup.py:_flush():76] Current SDK version is 0.15.12
config: {}
2024-04-14 18:23:59,732 INFO    Thread-11 (_run_job):97491 [wandb_init.py:init():618] starting backend
2024-04-14 18:23:59,732 INFO    Thread-11 (_run_job):97491 [wandb_init.py:init():622] setting up manager
2024-04-14 18:23:59,740 INFO    Thread-11 (_run_job):97491 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-04-14 18:23:59,740 INFO    Thread-11 (_run_job):97491 [wandb_init.py:init():628] backend started and connected
2024-04-14 18:23:59,751 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_config_callback():1324] config_cb None None {'algorithm': 'dqn', 'batch_size': 128, 'cuda': '', 'debug': False, 'discount_factor': 0.9, 'env': 'limit-holdem', 'eps_start': 1, 'evaluate_every': 100, 'learning_rate': 0.0001, 'log_dir': 'src/results/limited_holdem_results/test1', 'mlp_layers': [32, 32], 'num_episodes': 5000, 'num_eval_games': 2000, 'num_players': 3, 'seed': 42, 'train_every': 1, 'update_target_estimator_every': 1000}
2024-04-14 18:23:59,755 INFO    Thread-11 (_run_job):97491 [wandb_init.py:init():720] updated telemetry
2024-04-14 18:23:59,774 INFO    Thread-11 (_run_job):97491 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-04-14 18:24:00,309 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_on_init():2220] communicating current version
2024-04-14 18:24:00,403 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_on_init():2229] got version response upgrade_message: "wandb version 0.16.6 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-04-14 18:24:00,403 INFO    Thread-11 (_run_job):97491 [wandb_init.py:init():804] starting run threads in backend
2024-04-14 18:24:00,450 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_console_start():2199] atexit reg
2024-04-14 18:24:00,451 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_redirect():2054] redirect: wrap_raw
2024-04-14 18:24:00,451 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_redirect():2119] Wrapping output streams.
2024-04-14 18:24:00,451 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_redirect():2144] Redirects installed.
2024-04-14 18:24:00,451 INFO    Thread-11 (_run_job):97491 [wandb_init.py:init():845] run started, returning control to user process
2024-04-14 18:24:02,679 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_finish():1934] finishing run nus-wing/AIPlanningProject/8zir73mf
2024-04-14 18:24:02,679 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_atexit_cleanup():2168] got exitcode: 1
2024-04-14 18:24:02,679 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_restore():2151] restore
2024-04-14 18:24:02,679 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_restore():2157] restore done
2024-04-14 18:24:09,642 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_footer_history_summary_info():3599] rendering history
2024-04-14 18:24:09,644 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_footer_history_summary_info():3631] rendering summary
2024-04-14 18:24:09,651 INFO    Thread-11 (_run_job):97491 [wandb_run.py:_footer_sync_info():3558] logging synced files
