2024-04-14 18:24:27,215 INFO    Thread-17 (_run_job):97491 [wandb_setup.py:_flush():76] Current SDK version is 0.15.12
2024-04-14 18:24:27,235 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_config_callback():1324] config_cb None None {'algorithm': 'dqn', 'batch_size': 128, 'cuda': '', 'debug': False, 'discount_factor': 0.9, 'env': 'limit-holdem', 'eps_start': 1, 'evaluate_every': 100, 'learning_rate': 5e-05, 'log_dir': 'src/results/limited_holdem_results/test1', 'mlp_layers': [128, 128], 'num_episodes': 5000, 'num_eval_games': 2000, 'num_players': 3, 'seed': 42, 'train_every': 1, 'update_target_estimator_every': 1000}
2024-04-14 18:24:27,238 INFO    Thread-17 (_run_job):97491 [wandb_init.py:init():720] updated telemetry
2024-04-14 18:24:27,257 INFO    Thread-17 (_run_job):97491 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-04-14 18:24:27,888 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_on_init():2220] communicating current version
2024-04-14 18:24:28,033 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_on_init():2229] got version response upgrade_message: "wandb version 0.16.6 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-04-14 18:24:28,033 INFO    Thread-17 (_run_job):97491 [wandb_init.py:init():804] starting run threads in backend
2024-04-14 18:24:28,090 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_console_start():2199] atexit reg
2024-04-14 18:24:28,090 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_redirect():2054] redirect: wrap_raw
2024-04-14 18:24:28,090 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_redirect():2119] Wrapping output streams.
2024-04-14 18:24:28,090 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_redirect():2144] Redirects installed.
2024-04-14 18:24:28,091 INFO    Thread-17 (_run_job):97491 [wandb_init.py:init():845] run started, returning control to user process
2024-04-14 18:24:30,534 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_finish():1934] finishing run nus-wing/AIPlanningProject/5rw3mlzm
2024-04-14 18:24:30,534 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_atexit_cleanup():2168] got exitcode: 1
2024-04-14 18:24:30,534 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_restore():2151] restore
2024-04-14 18:24:30,534 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_restore():2157] restore done
2024-04-14 18:24:36,153 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_footer_history_summary_info():3599] rendering history
2024-04-14 18:24:36,154 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_footer_history_summary_info():3631] rendering summary
2024-04-14 18:24:36,159 INFO    Thread-17 (_run_job):97491 [wandb_run.py:_footer_sync_info():3558] logging synced files
